BLDGID2  ,STR402   ,PAIR402  ,SQFTC2   ,BCWM2C   ,YRCONC2C ,REGION2  ,XSECWT2  ,ELSUPL2N ,NGSUPL2N ,FKSUPL2N ,STSUPL2N ,PRSUPL2N ,SQFT1T   ,SQFTC1T  ,HEATP1T  ,COOLP1T  ,ELUSED1T ,NGUSED1T ,FKUSED1T ,STUSED1T ,CWUSED1T ,COUSED1T ,PRUSED1T ,HWUSED1T ,WOUSED1T ,SOUSED1T ,NFLOOR1T ,YRCON1T  ,YRCONC1T ,BCWM1T   ,GLASP1T  ,GLASPC1T ,GLASS1T  ,NTANKS1T ,TOTCAP1T ,IMPSF1T  ,IMPNOF1T ,IMPYR1T  ,IMPYRC1T ,IMPPG1T  ,IMPPGC1T ,IMPNFT1T ,IMPCAP1T ,LONGWT2  
04063 ,15 ,2 ,02 ,09 ,03 ,1 ,2000 ,1 ,1 ,2 ,2 ,2 ,1001 ,02 ,100 ,10 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1940 ,03 ,09 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
04064 ,24 ,2 ,07 ,07 ,04 ,2 ,124.48 ,1 ,1 ,2 ,2 ,2 ,118000 ,07 ,100 ,35 ,1 ,1 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,3 ,1955 ,04 ,07 ,2 ,4 ,1 ,3 ,34000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,129.28
04065 ,34 ,2 ,04 ,15 ,05 ,2 ,126.29 ,1 ,1 ,2 ,2 ,2 ,21250 ,04 ,100 ,85 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,15 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,135.12
04066 ,25 ,1 ,05 ,03 ,04 ,3 ,200 ,1 ,1 ,2 ,2 ,2 ,45500 ,05 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1951 ,04 ,03 ,1 ,2 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,200
04067 ,06 ,2 ,04 ,03 ,04 ,2 ,400 ,1 ,1 ,2 ,2 ,2 ,21250 ,04 ,100 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1956 ,04 ,03 ,2 ,3 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,427.98
04068 ,18 ,2 ,09 ,09 ,05 ,1 ,6.25 ,1 ,1 ,2 ,2 ,2 ,800000 ,09 ,95 ,95 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,5 ,1963 ,05 ,09 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6.25
04069 ,15 ,2 ,04 ,09 ,03 ,1 ,595.24 ,1 ,1 ,2 ,2 ,2 ,17750 ,04 ,100 ,10 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,09 ,2 ,3 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,595.24
04070 ,01 ,2 ,05 ,04 ,07 ,4 ,98.44 ,1 ,2 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04071 ,15 ,1 ,05 ,04 ,08 ,1 ,16.83 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04072 ,24 ,1 ,06 ,09 ,02 ,2 ,100 ,1 ,1 ,2 ,2 ,2 ,98000 ,06 ,25 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,5 ,1920 ,02 ,09 ,1 ,2 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
04073 ,02 ,2 ,04 ,09 ,05 ,3 ,400 ,1 ,1 ,2 ,2 ,2 ,14000 ,04 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1967 ,05 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
04074 ,18 ,1 ,02 ,07 ,08 ,1 ,6 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04075 ,02 ,1 ,06 ,09 ,08 ,3 ,11.11 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04076 ,06 ,2 ,02 ,15 ,05 ,2 ,1501.58 ,1 ,1 ,2 ,2 ,2 ,1200 ,02 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,15 ,2 ,3 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1501.58
04077 ,18 ,1 ,08 ,03 ,05 ,1 ,6 ,1 ,1 ,1 ,2 ,2 ,235000 ,08 ,100 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1961 ,05 ,03 ,2 ,3 ,2 ,2 ,20000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6.38
04078 ,36 ,2 ,06 ,02 ,05 ,1 ,400 ,1 ,1 ,2 ,1 ,2 ,61000 ,06 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1962 ,05 ,02 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
04079 ,01 ,1 ,08 ,11 ,06 ,4 ,1.88 ,1 ,1 ,2 ,1 ,2 ,235000 ,08 ,95 ,95 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,25 ,1973 ,06 ,11 ,1 ,2 ,8 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1.88
04080 ,32 ,1 ,05 ,12 ,03 ,3 ,11.16 ,1 ,1 ,2 ,2 ,2 ,44500 ,05 ,100 ,98 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1935 ,03 ,12 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,11.16
04081 ,14 ,1 ,02 ,04 ,01 ,1 ,1282.39 ,1 ,1 ,2 ,2 ,2 ,4900 ,02 ,60 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,01 ,04 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1282.39
04082 ,29 ,1 ,08 ,07 ,05 ,2 ,12 ,1 ,1 ,2 ,2 ,2 ,350000 ,08 ,100 ,22 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1970 ,05 ,07 ,2 ,4 ,1 ,3 ,60000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.47
04083 ,10 ,1 ,01 ,09 ,05 ,3 ,2237.85 ,1 ,2 ,1 ,2 ,2 ,590 ,01 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1970 ,05 ,09 ,2 ,4 ,2 ,1 ,50 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2237.85
04084 ,10 ,1 ,04 ,09 ,04 ,3 ,500 ,1 ,2 ,1 ,2 ,2 ,7100 ,03 ,100 ,75 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1959 ,04 ,09 ,2 ,4 ,2 ,1 ,500 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,500
04085 ,12 ,2 ,04 ,07 ,02 ,2 ,300 ,1 ,1 ,2 ,2 ,2 ,11750 ,04 ,100 ,0 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,02 ,07 ,2 ,4 ,2 ,1 ,4000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,320.98
04086 ,19 ,1 ,02 ,09 ,04 ,3 ,3047.84 ,1 ,2 ,2 ,2 ,1 ,990 ,01 ,100 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,9999 ,04 ,09 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4126.78
04087 ,26 ,2 ,10 ,11 ,06 ,1 ,2 ,1 ,2 ,2 ,1 ,2 ,1800000 ,10 ,100 ,100 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,48 ,1971 ,06 ,11 ,1 ,2 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
04088 ,29 ,1 ,05 ,15 ,05 ,2 ,135.39 ,1 ,1 ,2 ,2 ,2 ,41500 ,05 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1963 ,05 ,15 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,140.61
04089 ,25 ,1 ,01 ,17 ,04 ,3 ,3139.86 ,1 ,1 ,2 ,2 ,2 ,790 ,01 ,100 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,17 ,2 ,3 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3139.86
04090 ,20 ,2 ,09 ,14 ,08 ,4 ,21.6 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04091 ,03 ,2 ,05 ,16 ,04 ,2 ,340.4 ,1 ,2 ,2 ,2 ,2 ,33000 ,05 ,100 ,90 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1950 ,04 ,16 ,2 ,4 ,2 ,1 ,8000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,353.53
04092 ,29 ,2 ,07 ,05 ,08 ,2 ,21.24 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04093 ,32 ,2 ,03 ,03 ,05 ,3 ,1263.21 ,1 ,2 ,1 ,2 ,2 ,5700 ,03 ,100 ,25 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1961 ,05 ,03 ,2 ,4 ,2 ,3 ,7800 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1263.21
04094 ,02 ,1 ,02 ,09 ,04 ,3 ,1568.09 ,1 ,2 ,2 ,2 ,2 ,3550 ,02 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2156.51
04095 ,09 ,2 ,04 ,02 ,01 ,2 ,452.17 ,1 ,1 ,2 ,2 ,2 ,21250 ,04 ,100 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,01 ,02 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,483.8
04096 ,22 ,1 ,05 ,11 ,08 ,4 ,73.8 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04097 ,25 ,1 ,03 ,07 ,03 ,3 ,1800.16 ,2 ,1 ,2 ,2 ,2 ,5300 ,03 ,50 ,30 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1940 ,03 ,07 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1800.16
04098 ,10 ,2 ,04 ,09 ,05 ,3 ,427.94 ,1 ,1 ,2 ,2 ,2 ,14750 ,04 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1964 ,05 ,09 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,577.94
04099 ,14 ,1 ,02 ,09 ,04 ,1 ,2000 ,1 ,1 ,2 ,2 ,2 ,1350 ,02 ,40 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1957 ,04 ,09 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
04100 ,17 ,2 ,07 ,16 ,08 ,1 ,21.49 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04101 ,14 ,1 ,05 ,14 ,07 ,1 ,300 ,1 ,1 ,2 ,2 ,2 ,38000 ,05 ,90 ,90 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,5 ,1974 ,07 ,14 ,1 ,2 ,1 ,1 ,3000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,300
04102 ,10 ,2 ,05 ,14 ,05 ,3 ,200 ,1 ,1 ,2 ,2 ,2 ,36500 ,05 ,100 ,75 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1968 ,05 ,14 ,1 ,2 ,2 ,1 ,1000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,200
04103 ,27 ,2 ,04 ,07 ,05 ,3 ,2082.08 ,1 ,2 ,2 ,2 ,2 ,10001 ,04 ,0 ,20 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,07 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2082.08
04104 ,10 ,1 ,08 ,07 ,07 ,3 ,14.91 ,1 ,2 ,1 ,2 ,1 ,210000 ,08 ,100 ,4 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,1 ,2 ,1 ,1974 ,07 ,07 ,2 ,4 ,2 ,2 ,15000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,14.91
04105 ,25 ,2 ,02 ,15 ,05 ,3 ,2000 ,1 ,2 ,2 ,2 ,2 ,2500 ,02 ,0 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1965 ,05 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
04106 ,35 ,2 ,03 ,09 ,07 ,2 ,1549.32 ,1 ,2 ,2 ,2 ,2 ,5600 ,03 ,100 ,25 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1976 ,07 ,09 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1636.38
04107 ,30 ,1 ,04 ,07 ,08 ,4 ,69.14 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04108 ,10 ,2 ,03 ,14 ,06 ,3 ,400 ,1 ,2 ,2 ,2 ,1 ,6800 ,03 ,90 ,90 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1972 ,06 ,14 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
04109 ,10 ,1 ,06 ,03 ,06 ,3 ,100 ,1 ,2 ,1 ,2 ,1 ,68000 ,06 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1972 ,06 ,03 ,2 ,4 ,2 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
04110 ,20 ,2 ,03 ,09 ,04 ,4 ,424.09 ,1 ,1 ,2 ,2 ,2 ,10250 ,04 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1949 ,04 ,09 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,424.09
04111 ,13 ,1 ,08 ,07 ,06 ,3 ,15.66 ,1 ,1 ,2 ,2 ,2 ,235000 ,08 ,100 ,75 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1972 ,06 ,07 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,15.66
04112 ,09 ,2 ,08 ,07 ,01 ,2 ,103.46 ,1 ,1 ,1 ,2 ,2 ,375000 ,08 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1884 ,01 ,07 ,2 ,4 ,2 ,1 ,35000 ,1 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,107.45
04113 ,32 ,1 ,02 ,07 ,06 ,3 ,2847.94 ,1 ,2 ,1 ,2 ,2 ,4600 ,02 ,5 ,5 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1973 ,06 ,15 ,2 ,4 ,2 ,2 ,20000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2847.94
04114 ,02 ,1 ,08 ,16 ,08 ,3 ,9.89 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04115 ,06 ,2 ,03 ,09 ,07 ,2 ,2341.25 ,1 ,1 ,2 ,2 ,2 ,7400 ,03 ,100 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1974 ,07 ,09 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2472.81
04116 ,29 ,1 ,05 ,02 ,05 ,2 ,500 ,1 ,1 ,2 ,2 ,2 ,46000 ,05 ,50 ,40 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1964 ,05 ,02 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,519.28
04117 ,30 ,1 ,03 ,15 ,06 ,4 ,2000 ,1 ,1 ,2 ,2 ,2 ,9400 ,03 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1973 ,06 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
04118 ,25 ,2 ,05 ,17 ,03 ,3 ,148.59 ,1 ,2 ,2 ,2 ,2 ,39500 ,05 ,30 ,30 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,03 ,09 ,2 ,3 ,2 ,1 ,200 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,148.59
04119 ,15 ,1 ,07 ,15 ,08 ,1 ,19.39 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04120 ,22 ,2 ,02 ,09 ,07 ,4 ,2085.56 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04121 ,02 ,1 ,04 ,09 ,01 ,3 ,1500 ,1 ,1 ,2 ,2 ,2 ,17750 ,04 ,75 ,65 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,01 ,09 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,1500
04122 ,20 ,1 ,06 ,07 ,04 ,4 ,300 ,1 ,1 ,2 ,2 ,2 ,74000 ,06 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1952 ,04 ,07 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,300
04123 ,17 ,2 ,08 ,03 ,05 ,1 ,2 ,1 ,1 ,1 ,2 ,1 ,300000 ,08 ,100 ,5 ,1 ,1 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,3 ,1970 ,05 ,03 ,2 ,3 ,2 ,1 ,20000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2.13
04124 ,29 ,1 ,03 ,17 ,03 ,2 ,2162 ,2 ,2 ,2 ,2 ,2 ,8400 ,03 ,100 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1923 ,03 ,02 ,2 ,3 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2283.5
04125 ,35 ,2 ,02 ,02 ,05 ,2 ,2450.72 ,1 ,1 ,2 ,2 ,2 ,1750 ,02 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1962 ,05 ,02 ,2 ,3 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2812.21
04126 ,01 ,1 ,09 ,11 ,08 ,4 ,2.35 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04127 ,33 ,2 ,05 ,11 ,07 ,3 ,100 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04128 ,17 ,2 ,08 ,11 ,07 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,500000 ,08 ,43 ,44 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1978 ,07 ,11 ,1 ,1 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2.13
04129 ,19 ,1 ,08 ,07 ,05 ,3 ,30.6 ,1 ,1 ,2 ,2 ,1 ,295000 ,08 ,100 ,92 ,1 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,1967 ,05 ,07 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,30.6
04130 ,03 ,1 ,05 ,03 ,07 ,2 ,400 ,1 ,1 ,2 ,2 ,2 ,20250 ,04 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1976 ,07 ,03 ,1 ,2 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,415.43
04131 ,32 ,1 ,08 ,03 ,05 ,3 ,12.72 ,1 ,1 ,2 ,1 ,1 ,295000 ,08 ,100 ,90 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1962 ,05 ,03 ,1 ,1 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.72
04132 ,35 ,1 ,02 ,09 ,04 ,2 ,1183.42 ,1 ,1 ,2 ,2 ,2 ,3550 ,02 ,100 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1955 ,04 ,09 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1183.42
04133 ,02 ,1 ,03 ,17 ,03 ,3 ,140.71 ,1 ,1 ,2 ,2 ,2 ,7600 ,03 ,0 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,17 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,140.71
04134 ,27 ,2 ,05 ,03 ,07 ,3 ,300 ,1 ,1 ,2 ,2 ,2 ,47500 ,05 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1976 ,07 ,03 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,300
04135 ,30 ,1 ,02 ,11 ,07 ,4 ,1000 ,1 ,2 ,2 ,2 ,2 ,2050 ,02 ,100 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1 ,1 ,1977 ,07 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1553.11
04136 ,04 ,1 ,04 ,16 ,03 ,1 ,100 ,1 ,1 ,1 ,2 ,2 ,24250 ,04 ,100 ,50 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,16 ,2 ,3 ,2 ,1 ,4000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
04137 ,14 ,1 ,06 ,02 ,05 ,1 ,200 ,1 ,2 ,2 ,1 ,2 ,83000 ,06 ,100 ,0 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1962 ,05 ,02 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,200
04138 ,01 ,1 ,04 ,11 ,04 ,4 ,1039.5 ,1 ,1 ,2 ,2 ,2 ,12250 ,04 ,100 ,5 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1956 ,04 ,11 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1325.21
