"State","MSN","2014"
"PA","CLEIV",2040.60
"PA","CLICB",221812.00
"PA","CLICD",4.30
"PA","CLICP",8056.00
"PA","CLICV",952.40
"PA","CLRCB",0.00
"PA","CLRCD",0.00
"PA","CLRCP",0.00
"PA","CLRCV",0.00
"PA","CLTCB",1039161.00
"PA","CLTCD",2.89
"PA","CLTCP",46481.00
"PA","CLTCV",3006.40
"RI","CLACB",0.00
"RI","CLACD",0.00
"RI","CLACP",0.00
"RI","CLACV",0.00
"RI","CLCCB",0.00
"RI","CLCCD",0.00
"RI","CLCCP",0.00
"RI","CLCCV",0.00
"RI","CLEIB",0.00
"RI","CLEID",0.00
"RI","CLEIP",0.00
"RI","CLEIV",0.00
"RI","CLICB",0.00
"RI","CLICD",0.00
"RI","CLICP",0.00
"RI","CLICV",0.00
"RI","CLRCB",0.00
"RI","CLRCD",0.00
"RI","CLRCP",0.00
"RI","CLRCV",0.00
"RI","CLTCB",0.00
"RI","CLTCD",0.00
"RI","CLTCP",0.00
"RI","CLTCV",0.00
"SC","CLACB",0.00
"SC","CLACD",0.00
"SC","CLACP",0.00
"SC","CLACV",0.00
"SC","CLCCB",0.00
"SC","CLCCD",0.00
"SC","CLCCP",0.00
"SC","CLCCV",0.00
"SC","CLEIB",291282.00
"SC","CLEID",3.63
"SC","CLEIP",11797.00
"SC","CLEIV",1056.20
"SC","CLICB",14375.00
"SC","CLICD",4.11
"SC","CLICP",549.00
"SC","CLICV",59.10
"SC","CLRCB",0.00
"SC","CLRCD",0.00
"SC","CLRCP",0.00
"SC","CLRCV",0.00
"SC","CLTCB",305656.00
"SC","CLTCD",3.65
"SC","CLTCP",12346.00
"SC","CLTCV",1115.30
"SD","CLACB",0.00
"SD","CLACD",0.00
"SD","CLACP",0.00
"SD","CLACV",0.00
"SD","CLCCB",0.00
"SD","CLCCD",0.00
"SD","CLCCP",0.00
"SD","CLCCV",0.00
"SD","CLEIB",29529.00
"SD","CLEID",2.09
"SD","CLEIP",1780.00
"SD","CLEIV",61.60
"SD","CLICB",3534.00
"SD","CLICD",2.85
"SD","CLICP",215.00
"SD","CLICV",10.10
"SD","CLRCB",0.00
"SD","CLRCD",0.00
"SD","CLRCP",0.00
